Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
WEB DEVELOPER (PHP),Sweans Technologies,"Calicut, Kerala",30+ days ago,"June 16, 2021","More than 2 years of experience in PHP programming, MySQL, CSS, JavaScript, JQuery ,Laravel framework knowledge,WordPress. Extensive knowledge and experience in WordPress development.",,https://in.indeed.com/rc/clk?jk=ea402a6171e527af&fccid=96070a0f879c3a34&vjs=3
Java Developer,Nivid Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Must have experience in web application development using Java, J2EE, Hibernate, JDBC, JMX, Log4J, Web Services, JQuery. Strong understanding of object oriented analysis and design patterns concepts.",,https://in.indeed.com/rc/clk?jk=3709ad76a28f9464&fccid=97d036f85c30e8ea&vjs=3
Java Developer,Tata Group,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",At least 3-7 years of experience in Softwaredevelopment with 2-4 years of ReactJS development experience. JS Developer to develop andimplement user interface components and using well-known React.js…,,https://in.indeed.com/rc/clk?jk=4554ee5f1b2d1942&fccid=f731aa1fe047857f&vjs=3
IT Software Engineer ( Matrimony Experiance),Menorah Personnel Management India Private,"Kochi, Kerala",30+ days ago,"June 16, 2021","2 years working experience in PHP, MySQL, Apache Webserve. Should have BI platform exposure ( at least 1 year Matrimony IT experience).",,https://in.indeed.com/rc/clk?jk=e8bdba1b69743a58&fccid=9c533b6b2b321211&vjs=3
Software Development Manager,IBM,"Kochi, Kerala",29 days ago,"June 16, 2021","Are experienced with client-server architectures, networking protocols, application development, and using databases. Software Developers at IBM are the backbone of our strategic initiatives to design…",,https://in.indeed.com/rc/clk?jk=a1ec562bc199aacd&fccid=de71a49b535e21cb&vjs=3
Software Engineer - PHP (2 nos.),Preigo Fover Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Experience in developing web based applications in MVC architecture. Work in a rewarding technical environment that will challenge and expand your expertise in software design, coding and testing.",,https://in.indeed.com/rc/clk?jk=7e42601144e7281e&fccid=f6e5d4ae8da71b35&vjs=3
Sr Software Developer - .Net,NAICO,"Kochi, Kerala",30+ days ago,"June 16, 2021","Responsible for developing quality web applications on Microsoft platform. Net/C#/Sql Server coding following MVC/MVP architecture and established design patterns. Net MVC 3+, JQuery and HTML 5.",,https://in.indeed.com/rc/clk?jk=85d7fa6cd04b29c1&fccid=b1cbcd6adc648987&vjs=3
Senior Software Engineer C++,QuEST Global Engineering,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Experience in requirement analysis, design, development and testing of desktop based applications. Senior Developer with minimum 4-6 years of experience in developing C++ applications in Windows.",,https://in.indeed.com/rc/clk?jk=f5d09b2921d9d35d&fccid=ad3813e46e9342cd&vjs=3
SQL/PLSQL DEVELOPER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Designing of various database objects based on end user's requirement. Experience: 1 - 3 years in SQL/PLSQL DEVELOPER( Required ). Ensure data quality and integrity.,,https://in.indeed.com/rc/clk?jk=cec6d7f2bf0190dc&fccid=f74c40d50fb54046&vjs=3
Java Developer- Kochi- MG Road,Career Foresight Hr Solutions Llp,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Hands-on experience in designing and developing of Java-based products using Spring MVC, Hibernate technology. 2+years of hands-on experience in software development/product development.","₹4,00,000 - ₹7,00,000 a year",https://in.indeed.com/rc/clk?jk=4c82a2d608cec2a3&fccid=7b4f544ab5137201&vjs=3
Salesforce CPQ developer,Cloudq It Services Private Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Maintains an understanding of Salesforce modules and software licensing functionality. Serve as main point of contact for support, administration and maintenance for Salesforce platform and associated…",,https://in.indeed.com/rc/clk?jk=cd1dab7c82166bdd&fccid=fe4f1d4bc2fc59e1&vjs=3
Senior PHP Developer,SBSOL Digital,"Kochi, Kerala",30+ days ago,"June 16, 2021",3 to 5 years’ experience in PHP MySQL platform. Deep level understanding of MVC structure and MySQL query optimization. Experience in MVC frameworks and OpenCart is a plus.,,https://in.indeed.com/rc/clk?jk=e2ba0b963e428b1a&fccid=58179977b2ff8c3d&vjs=3
"Software Engineer (Associate Engineer, Software Engineering)",Xerox,"Kochi, Kerala",30+ days ago,"June 16, 2021","Demonstrated ability to identify risks associated with business processes, operations, information security programs and technology projects. Supporting the Agile and Scrum methodologies utilized by…",,https://in.indeed.com/rc/clk?jk=282464e8234d8e2e&fccid=fd6a32f24dd4ee0d&vjs=3
Backend Developer,inerG,"Kochi, Kerala",30+ days ago,"June 16, 2021","We are looking for C++,Python developer with in-depth knowledge in C/C++ coding methodologies. Essential Responsibilities Effectively work with the team to analyze the product and technology…",,https://in.indeed.com/rc/clk?jk=31cfa26c4706cbc0&fccid=33a636967cd156f0&vjs=3
Senior Software Engineer – PHP,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021","Basic understanding of front-end technologies, such as JavaScript, JQuery, HTML5, and CSS3 Capable to build efficient and reusable PHP modules Solve complex performance problems Proficient…",,https://in.indeed.com/rc/clk?jk=8f7e2ca0c760b67a&fccid=b67bb5442ac9dbdc&vjs=3
ASP.NET MVC Developer,Citymapia.com,"Kottayam, Kerala",30+ days ago,"June 16, 2021",Skills Minimum 1 Year Experience using .NET {{ 4.5+ | Core }} Experience in developing {{ ASP.NET MVC | ASP.NET Core MVC }}applications Proficient knowledge in SQL Understanding of HTML5 and CSS…,,https://in.indeed.com/rc/clk?jk=daefccc0f0bc5ec1&fccid=c3cbb4c33bf9ebc0&vjs=3
.Net Developers,JAYA GROUP,"Kochi, Kerala",30+ days ago,"June 16, 2021","Job Code – ZS002 .Net Developers – (Minimum 2 years Experience in Windows Based Applications) Strong Development Experience in ASP .net 3.0/3.5,C#,SQL SERVER 2005/2008, MY SQL. Knowledge in Web…",,https://in.indeed.com/rc/clk?jk=479014fd358e9a1e&fccid=fb56a8e6a0d37247&vjs=3
Software Engineer,Iware Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021",Code: SE15032019 We are looking for self-motivated ASP.NET MVC developers with good attitude to participate in the development and support of the existing solutions. The incumbent will actively be…,,https://in.indeed.com/rc/clk?jk=8fe07fa1beec5f38&fccid=673ad4fca9a201a4&vjs=3
"Hiring for Python Sr. Software Engineer, Cochin",Link Management Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Hiring for Python Sr. Software Engineer, Cochin with experiance in Python language - Popular version 2.6, 2.7, 3.4, 3.5 , Python web frameworks - Django, Flask, Bottle, Tornado, web2py ,ORM -…",,https://in.indeed.com/rc/clk?jk=5b408fcec2c478fd&fccid=80c8fd5f1fcd75f7&vjs=3
Software Engineer – Angular,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021","Good proficiency in Javascript, Typescript, Node JS and latest Angular Exposure to basic programming skills (HTML, CSS, and SQL) Responsive design experience a plus Exposure to cross-browser…",,https://in.indeed.com/rc/clk?jk=c5bbf3005d03682a&fccid=b67bb5442ac9dbdc&vjs=3
Software Engineer II - (UI/UX),Valorem,"Kochi, Kerala",21 days ago,"June 16, 2021","*Software Engineer (UI/UX) is responsible for web application development on new and existing projects. In this role, you must demonstrate good UI development best-practices as well as have an eye…",,https://in.indeed.com/company/Valorem/jobs/Software-Engineer-c24e9b3f4478c8a2?fccid=1820a23c300136c6&vjs=3
UI/ UX Developer,Suyati,"Kochi, Kerala",30+ days ago,"June 16, 2021",Location : Kochi Experience : 4+ years Vacancy : 1 We are looking for a UI/UX Engineer to improve the user experience of our product along with strong JavaScript skills to ideate and create…,,https://in.indeed.com/rc/clk?jk=aeca26992f26f732&fccid=50f743fbb99e3823&vjs=3
Full Stack Developer,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Work Location: Trivandrum Experience: 2 to 6 Years Qualification: B-Tech / MCA Technical Skill Requirements: Professional software development experience with .NET Core and Angular. Strong…,,https://in.indeed.com/rc/clk?jk=3e693eede1d7c7c6&fccid=f2809440a4985361&vjs=3
PHP Developer,ABZER Technology Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Designation: PHP Developer Job Code: PHP Experience: 4+ years Working days: Normal office hours Location: SmartCity, kochi Availability: Immediate Required Qualifications Proven software…",,https://in.indeed.com/rc/clk?jk=8c9db04202eb049c&fccid=4a3260225aa4c814&vjs=3
Senior Software Engineer .NET,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021",": Build new Web-based systems with C#.NET, ASP.NET MVC Framework Experience in .Net Core, Angular 2+ is an added advantage Must have strong experience in OOPS concepts, JQuery, Web API, Entity…",,https://in.indeed.com/rc/clk?jk=cbb8f8972167bf26&fccid=b67bb5442ac9dbdc&vjs=3
Senior Php Developer,Gdata Technology,"Calicut, Kerala",30+ days ago,"June 16, 2021","Location : Ul Cyberpark Kozhikode Experience : (2 - 5 years) Salary : INR 1,00,000 - 5,00,000 P.A. Previous experience in development of high-end web applications in PHP, MYSQL, AJAX ,LARAVEL,CODE…","₹1,00,000 - ₹5,00,000 a year",https://in.indeed.com/rc/clk?jk=a6f2d81433f63683&fccid=2d4d48686515bafa&vjs=3
Software Engineer,Talent Zone Consultants,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Thiruvananthapuram Expertise in Python/nodejs (mandatory) lead a Team of 4-6 Members understanding of Any Search Server (such as Solr, Elasticsearch Etc.) working Knowledge in Aws …","₹7,00,000 - ₹11,00,000 a year",https://in.indeed.com/rc/clk?jk=33c37cc7bfb8b6e5&fccid=b59e1dacbb0cb645&vjs=3
UI Front end Angular Developer,BRIDGE Global,"Kochi, Kerala",30+ days ago,"June 16, 2021","Job Profile: We are hunting for UI Front end Developer with 4+ years of experience with a minimum of 2+ relavant in Angular 6 or above. The person/s must be efficient, task oriented and ready to…",,https://in.indeed.com/rc/clk?jk=93377aab73d005dc&fccid=bcfc9b4d41cc6cd6&vjs=3
Android Developer,Acodez IT Solutions,"Calicut, Kerala",30+ days ago,"June 16, 2021","Mobile application low level design, DB design, and UX design. Mobile application developers with Cloud backend, and service API experience preferred. Implement Mobile application for Android Devices.",,https://in.indeed.com/rc/clk?jk=1aaec2ad2e538941&fccid=828d547e935a25c5&vjs=3
Front End Web Developer,Cadvil,"Kochi, Kerala",30+ days ago,"June 16, 2021","Help back-end developers with coding and troubleshooting. Ability to create quality mockups and prototypes. Proficient understanding of client-side scripting and JavaScript frameworks, including…",,https://in.indeed.com/rc/clk?jk=42246df778d3688b&fccid=e1467de0e2c41b21&vjs=3
Lead I - Software Testing,UST Global Singapore Pte Limited,"Thiruvananthapuram, Kerala",Today,"June 16, 2021",". Excellent communicator (verbal and written) - ability to communicate effectively with client leadership, and team members. . Analyse, Recommend and Implement testing practices in projects.",,https://in.indeed.com/rc/clk?jk=d215cf83ea8639bc&fccid=810178099fb1fcbc&vjs=3
Senior Full Stack Java Developer,Agileblaze,"Calicut, Kerala",30+ days ago,"June 16, 2021","Developing conceptual and technical design, including use of Object-Oriented techniques. 4+ years of full stack Java Development for web and mobile applications. Peer design and code reviews.",,https://in.indeed.com/rc/clk?jk=e3e6909c3ecc6b48&fccid=cd7e203b58803c01&vjs=3
Sales Professional,Q Management Solutions,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Associate Sales Consultant (Showroom Sales). Experience: 03 to 06 years in similar capacity. Experience handling Marketing & Sales function in retail sector, preferably luxury jewelry segment.","₹16,000 - ₹20,000 a month",https://in.indeed.com/rc/clk?jk=a362417976a8daa8&fccid=3b746a9674d88733&vjs=3
Sr Software Developer - DevOps,NAICO,"Kochi, Kerala",29 days ago,"June 16, 2021",Experience using or implementing code deployment tools to create and control infrastructure as code. Monitoring the processes during the entire lifecycle for its adherence and updating or creating new…,,https://in.indeed.com/rc/clk?jk=3755d5398304a28b&fccid=b1cbcd6adc648987&vjs=3
PHP Developer,ALVARO TECHNO SOLUTIONS,"Calicut, Kerala",30+ days ago,"June 16, 2021","Passion for best design and coding practices and a desire to develop new bold ideas. Proven software development experience in PHP. Good knowledge of relational database, version control tools and of…",,https://in.indeed.com/rc/clk?jk=fb0306adc2ea496d&fccid=ea22c7776448ec76&vjs=3
Embedded Software Engineer,Transaction Network Services,"Thirumala, Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Develop and execute test plans that thoroughly test applications and allow for quality implementation of applications. Provide consistent and improving level of quality within the code base, working…",,https://in.indeed.com/rc/clk?jk=af15411b2d267dba&fccid=dcce7a0c9a34f673&vjs=3
Android Developer,SCSoft Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Working independently on new development environments and must keep pace with the latest technology trends. 2 – 4 years of experience with building web, native and hybrid mobile applications.",,https://in.indeed.com/rc/clk?jk=a8cd54fe78cfc794&fccid=0e611b89c4869300&vjs=3
Web Developer,Portrave Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Sound knowledge in PHP, SQL. Sound knowledge in HTML5, css, javascript, JQuery.",,https://in.indeed.com/rc/clk?jk=67b18160b25c285e&fccid=c152a9225378683b&vjs=3
Software Engineer (.net),Three Star Consultancy Services,"Ottappalam, Kerala",30+ days ago,"June 16, 2021",Looking for Software Engineer (.Net) Graduation / Post Graduation / Engg in Computer Science Skill: Asp.net Experience : Fresher or Experienced Working Location: Ottappalam Kinfra Interested...,"₹2,50,000 a year",https://in.indeed.com/rc/clk?jk=f478ba25bccc407b&fccid=b537ffe87543d4b3&vjs=3
